Result
-11.18702424833571
-39.22919399641594
-6.358408656489949
-31.495414496830225
-3.442177503901827
-32.79550823122575
26.08184821866293
-42.47393493753971
-30.729276246148345
-39.04594141226525
-7.744967021023732
-37.86367073777177
-5.693931802587121
-15.046247672557952
-13.273797203635556
-27.773666919541128
23.840059479879095
-45.15395616126312
-23.114060467924624
-34.17874277701108
-7.161671086965281
-38.15075043420893
-6.237862930090835
-7.5881544627435975
-16.388110542873473
-25.583237001887746
28.171089980133214
-46.33269262444712
-19.404596546427822
-27.217415660674444
-2.139005893980321
-30.873019805760574
-4.313658179413284
-7.387497102959799
-18.56479957795693
-22.002911400684397
27.842351609303233
-38.56452869683622
-20.403739326901118
-19.62482021285256
-9.309167924394053
-29.36774547581709
-13.221811591925453
-3.1128006853789367
-11.913131809660575
-10.299290770309828
15.133470376509125
-34.960005759811246
-16.15480451284435
-24.401648237412424
-11.39478552751012
-16.186542142579455
-1.876569318700778
7.528270991779268
-6.575474213326863
-10.997632046640689
12.869426432917711
-16.49612906790378
-17.914364698270607
-9.151460924085725
-16.043587017168075
-2.3545578913576133
2.8064505449876127
1.6349178936032551
-0.78699134871368
-4.490413147463001
2.7259328932472933
-11.75509116630122
-6.61041502789356
4.185326944415196
-9.326062008637503e-06
7.231543596433651e-06
8.390614378534859e-06
-8.37211936385918e-06
2.1409847857037838e-05
1.6396499493213003e-05
1.4071559619561298e-05
3.525810842138504e-06
-1.2436663504940088e-07
-1.2521289759814894e-05
-1.9681512785816586e-05
2.1035715196745737e-05
1.900303047034175e-05
-2.0560760474234603e-05
1.3860385375977155e-05
-1.1220993816246099e-05
1.54091257294686e-05
1.1513648853739262e-05
9.003660907808012e-07
5.1383542311017146e-06
5.082360496621732e-06
1.721600196863448e-05
8.595539664450509e-06
-7.897126869948553e-07
-1.1976182552134139e-05
-1.8484765034443685e-06
2.5617466495760466e-05
1.5296573869607275e-05
-5.482735922449381e-06
-4.221394421764656e-05
-1.1560978206891995e-05
-1.2349121502627932e-05
4.14504711533403e-06
-3.0892944795847926e-06
7.850103346177456e-06
1.5426711357130574e-06
1.1085243669121552e-05
3.0480305792951134e-05
-1.353778331851385e-05
-2.1559465425125186e-05
-1.1890153896438661e-05
1.1848106765274434e-05
8.25544454604706e-06
-2.172706666372223e-05
1.3611241597864638e-06
-9.314665042362606e-06
2.020961453527142e-06
5.827160105874552e-06
2.7415928679553704e-06
-1.2800998716291124e-05
4.9990803029379315e-06
2.3631813840431266e-07
1.411833048434471e-05
-3.775452487330452e-06
2.7719133791390717e-05
-1.0970645315691008e-05
1.0840451193257125e-05
7.778466471655955e-06
-2.5158629086494096e-06
2.913387550883419e-06
9.420622258601626e-06
1.2408391248069333e-05
8.245939946190844e-06
1.4393293007064093e-06
6.442733048962061e-06
1.5251867003784334e-06
4.119676255035459e-06
6.964594322072391e-06
-3.8822052798035104e-05
-2.8116436531100445e-05
-1.0684308577033213e-06
-2.6136652418810655e-05
-5.442121367254805e-06
1.2011082712526041e-08
7.643965472367096e-06
-7.048836023400235e-06
1.6320945360203513e-05
-1.2842695701374066e-06
-5.676285549381065e-06
9.203692406296922e-06
7.902218783433207e-06
-8.024265759382589e-06
-4.479058901651327e-06
3.6127804410345514e-07
1.158781342146756e-05
2.73074145636173e-06
-1.7501885358284527e-05
5.58120556414083e-06
-2.301996335666989e-05
-2.5336281015603385e-06
-1.3741184136878821e-06
-1.5598505670392995e-05
2.6159077854033507e-06
-1.1515390385852199e-05
-9.520258710095336e-06
2.677695432840136e-05
8.776794482766983e-06
3.6377009630568335e-06
-8.743954299963671e-06
-7.011686652097261e-07
1.2564776771082342e-05
3.94791684717401e-06
3.891159793073468e-06
1.4683888489551156e-06
-3.86989349560322e-06
